epoch,step,train_loss_epoch,train_loss_step,val/roc,val_loss
0,23,,,0.7528926134109497,0.6384385824203491
0,23,0.8554709553718567,,,
1,47,,,0.807314395904541,0.5017451047897339
1,47,0.4166465103626251,,,
2,49,,0.22852711379528046,,
2,71,,,0.8225477933883667,0.5089113712310791
2,71,0.22181831300258636,,,
3,95,,,0.8187103867530823,0.5515710115432739
3,95,0.13079112768173218,,,
4,99,,0.1291164606809616,,
4,119,,,0.8191756010055542,0.6091126203536987
4,119,0.0751185342669487,,,
5,143,,,0.8216756582260132,0.6059356927871704
5,143,0.061236657202243805,,,
6,149,,0.029001839458942413,,
6,167,,,0.8226060271263123,0.6685418486595154
6,167,0.02983577363193035,,,
7,191,,,0.821210503578186,0.7227697372436523
7,191,0.023551899939775467,,,
8,199,,0.024383364245295525,,
8,215,,,0.815338134765625,0.7406392097473145
8,215,0.019198240712285042,,,
9,239,,,0.8161520957946777,0.7673134207725525
9,239,0.012851003557443619,,,
10,249,,0.005137218162417412,,
10,263,,,0.8145822286605835,0.8012126684188843
10,263,0.010316068306565285,,,
11,287,,,0.8145822286605835,0.8133203983306885
11,287,0.0062400586903095245,,,
12,299,,0.0026769572868943214,,
12,311,,,0.8142915368080139,0.8271504044532776
12,311,0.006512199528515339,,,
13,335,,,0.8148148059844971,0.8588111996650696
13,335,0.005149064119905233,,,
14,349,,0.0029618563130497932,,
14,359,,,0.8142333626747131,0.8556691408157349
14,359,0.004946995060890913,,,
15,383,,,0.8131868243217468,0.8835481405258179
15,383,0.004268368240445852,,,
16,399,,0.0037828318309038877,,
16,407,,,0.8137682676315308,0.8665153980255127
16,407,0.0054677510634064674,,,
17,431,,,0.8135938048362732,0.8838568329811096
17,431,0.00308510335162282,,,
18,449,,0.0020350762642920017,,
18,455,,,0.8133031129837036,0.9069526791572571
18,455,0.0030910877976566553,,,
19,479,,,0.8131868243217468,0.9116875529289246
19,479,0.0025121516082435846,,,
20,499,,0.0016930485144257545,,
20,503,,,0.8126635551452637,0.9161045551300049
20,503,0.0022838038858026266,,,
21,527,,,0.8129542469978333,0.9291022419929504
21,527,0.002026989823207259,,,
22,549,,0.002107445616275072,,
22,551,,,0.8124890923500061,0.9402681589126587
22,551,0.002085556974634528,,,
23,575,,,0.8128379583358765,0.9398799538612366
23,575,0.0017780655762180686,,,
24,599,,0.0013514996971935034,,
24,599,,,0.8128379583358765,0.9548500180244446
24,599,0.0023053549230098724,,,
25,623,,,0.8127216696739197,0.9579470157623291
25,623,0.0018832051428034902,,,
26,647,,,0.8127217292785645,0.9537906050682068
26,647,0.0019514939049258828,,,
27,649,,0.001395087456330657,,
27,671,,,0.8126053810119629,0.9599698781967163
27,671,0.0015229858690872788,,,
28,695,,,0.8124309778213501,0.9716991782188416
28,695,0.0014320728369057178,,,
29,699,,0.0012373952195048332,,
29,719,,,0.8123728036880493,0.9776982069015503
29,719,0.001464593457058072,,,
30,743,,,0.8124891519546509,0.9783372282981873
30,743,0.0012590218102559447,,,
31,749,,0.003179870778694749,,
31,767,,,0.8121984004974365,0.9863235354423523
31,767,0.0016584953991696239,,,
32,791,,,0.812023937702179,0.988679826259613
32,791,0.0014726154040545225,,,
33,799,,0.0012244603130966425,,
33,815,,,0.8119076490402222,0.9903451204299927
33,815,0.0011846324196085334,,,
34,839,,,0.8117914199829102,0.9966138601303101
34,839,0.001222292659804225,,,
35,849,,0.005345937795937061,,
35,863,,,0.8121402263641357,1.0022131204605103
35,863,0.0012767042499035597,,,
36,887,,,0.8118495345115662,1.000205159187317
36,887,0.0012034012470394373,,,
37,899,,0.0009134974097833037,,
37,911,,,0.8115588426589966,1.00527822971344
37,911,0.0012579979375004768,,,
38,935,,,0.8117332458496094,1.00925612449646
38,935,0.0011611978989094496,,,
39,949,,0.0006509337690658867,,
39,959,,,0.8116169571876526,1.009781002998352
39,959,0.001102467067539692,,,
40,983,,,0.8117332458496094,1.0162302255630493
40,983,0.001225434010848403,,,
41,999,,0.0009909737855196,,
41,1007,,,0.8119077086448669,1.0161302089691162
41,1007,0.001163168461062014,,,
42,1031,,,0.811965823173523,1.0157833099365234
42,1031,0.0009840696584433317,,,
43,1049,,0.0007934580207802355,,
43,1055,,,0.8115588426589966,1.0210564136505127
43,1055,0.0010107310954481363,,,
44,1079,,,0.8115588426589966,1.0222437381744385
44,1079,0.000988741172477603,,,
45,1099,,0.0007792073301970959,,
45,1103,,,0.8115588426589966,1.0241661071777344
45,1103,0.0009417841210961342,,,
46,1127,,,0.8116751313209534,1.0270243883132935
46,1127,0.0010047885589301586,,,
47,1149,,0.0009499684674665332,,
47,1151,,,0.811326265335083,1.029938817024231
47,1151,0.0010495750466361642,,,
48,1175,,,0.8117332458496094,1.0308173894882202
48,1175,0.0009622954530641437,,,
49,1199,,0.0005358419148251414,,
49,1199,,,0.8117913603782654,1.0327069759368896
49,1199,0.001009168103337288,,,
